ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,engine_capacity,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price,url,price_in_billion
4814373,Domestic assembly,Used car,Truck,1800000,Green,Grey,2,3,Diesel,0,Manual,RFD,0,Kia,Frontier,2018,Kia Frontier K200 2018,"268 Million
",https://bonbanh.com/xe-kia-frontier-k200-2018-4814373,0.268
4814379,Domestic assembly,Used car,Sedan,0,White,White,4,5,Petrol,3,Automatic,RFD,4.1,Mercedes-Benz,S400L,2017,Mercedes Benz S class S400L 2017,"2 Billion 150 Million
",https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2017-4814379,2.15
4814432,Imported,Used car,SUV,0,White,Black,5,7,Petrol,2.7,Automatic,4WD,13.8,Toyota,Prado,2014,Toyota Prado TXL 2.7L 2014,"1 Billion 150 Million
",https://bonbanh.com/xe-toyota-prado-txl-2.7l-2014-4814432,1.15
4814436,Domestic assembly,Used car,Sedan,20,Black,Black,4,5,Petrol,2,Automatic,RFD,8.7,Mercedes-Benz,E200,2022,Mercedes Benz E class E200 Exclusive 2022,"2 Billion 79 Million
",https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-4814436,2.079
4814451,Domestic assembly,Used car,Hatchback,0,White,Grey,5,5,Petrol,0.8,Manual,FWD,10.5,Daewoo,Matiz,2007,Daewoo Matiz 0.8 MT 2007,"47 Million
",https://bonbanh.com/xe-daewoo-matiz-0.8-mt-2007-4814451,0.047
4814468,Domestic assembly,Used car,Sedan,20,Grey,Brown,4,5,Petrol,1.5,Automatic,RFD,4.4,Mercedes-Benz,C200,2022,Mercedes Benz C class C200 Avantgarde Plus 2022,"1 Billion 799 Million
",https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-4814468,1.799
4814479,Domestic assembly,Used car,SUV,0,Silver,Grey,5,8,Petrol,2,Manual,RFD,9,Mitsubishi,Jolie,2003,Mitsubishi Jolie SS 2003,"108 Million
",https://bonbanh.com/xe-mitsubishi-jolie-ss-2003-4814479,0.108
4814483,Domestic assembly,Used car,SUV,0,Black,Grey,5,8,Petrol,2,Manual,RFD,9,Mitsubishi,Jolie,2005,Mitsubishi Jolie SS 2005,"129 Million
",https://bonbanh.com/xe-mitsubishi-jolie-ss-2005-4814483,0.129
4814580,Imported,Used car,SUV,0,Black,Brown,5,7,Petrol,5.7,Automatic,AWD,14.8,Lexus,LX570,2015,Lexus LX 570 2015,"6 Billion 500 Million
",https://bonbanh.com/xe-lexus-lx-570-2015-4814580,6.5
4814593,Domestic assembly,Used car,Truck,0,Green,Grey,2,3,Diesel,0,Manual,RFD,9.5,Kia,K3000S,2002,Kia K3000S 2002,"85 Million
",https://bonbanh.com/xe-kia-k3000s--2002-4814593,0.085
4814610,Domestic assembly,Used car,Crossover,0,White,Cream,5,7,Petrol,2.4,Automatic,FWD,12.6,Mitsubishi,Grandis,2006,Mitsubishi Grandis 2.4 AT 2006,"255 Million
",https://bonbanh.com/xe-mitsubishi-grandis-2.4-at-2006-4814610,0.255
4814625,Domestic assembly,Used car,Crossover,0,Silver,Grey,5,8,Petrol,2,Manual,RFD,12.1,Toyota,Innova,2013,Toyota Innova 2.0E 2013 car,"348 Million
",https://bonbanh.com/xe-toyota-innova-2.0e-2013-4814625,0.348
4814636,Domestic assembly,Used car,Truck,0,White,Grey,2,3,Diesel,0,Manual,RFD,9,Thaco,Ollin,2014,Thaco Ollin 2014 car,"330 Million
",https://bonbanh.com/xe-thaco-ollin--2014-4814636,0.33
4814639,Imported,Used car,Pickup,0,Sand,Black,4,5,Diesel,2.2,Automatic,RFD,11.4,Ford,Ranger,2014,Ford Ranger XLS 2.2L 4x2 AT 2014,"395 Million
",https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2014-4814639,0.395
4814663,Domestic assembly,Used car,SUV,0,Black,Cream,5,5,Petrol,2,Manual,4WD,12.9,Ford,Escape,2004,Ford Escape 2.0L 4x4 MT 2004,"145 Million
",https://bonbanh.com/xe-ford-escape-2.0l-4x4-mt-2004-4814663,0.145
4814672,Domestic assembly,Used car,Van/Minivan,0,Black,Grey,5,7,Petrol,2.5,Automatic,FWD,15.5,Kia,Carnival,2009,Kia Carnival GS 2.5 AT 2009,"178 Million
",https://bonbanh.com/xe-kia-carnival-gs-2.5-at-2009-4814672,0.178
4814691,Domestic assembly,Used car,Truck,0,Green,Grey,2,2,Petrol,0,Manual,RFD,6.6,Thaco,Towner,2017,Thaco Towner 2017,"95 Million
",https://bonbanh.com/xe-thaco-towner--2017-4814691,0.095
4814700,Domestic assembly,Used car,Sedan,0,Black,Grey,4,5,Petrol,1.5,Manual,FWD,7.7,Toyota,Vios,2006,Toyota Vios 1.5 MT 2006,"165 Million
",https://bonbanh.com/xe-toyota-vios-1.5-mt-2006-4814700,0.165
4814746,Domestic assembly,Used car,Truck,0,Green,Black,2,3,Diesel,0,Manual,RFD,0,Kia,Frontier,2019,Kia Frontier K200 2019,"279 Million
",https://bonbanh.com/xe-kia-frontier-k200-2019-4814746,0.279
4814912,Domestic assembly,Used car,Hatchback,0,Green,Grey,5,5,Petrol,0.8,Manual,FWD,10.5,Daewoo,Matiz,2008,Daewoo Matiz SE 0.8 MT 2008,"52 Million
",https://bonbanh.com/xe-daewoo-matiz-se-0.8-mt-2008-4814912,0.052
4814946,Imported,Used car,Hatchback,0,White,Grey,5,5,Petrol,1.1,Automatic,FWD,7,Kia,Picanto,2007,Kia Picanto 1.1 AT 2007,"190 Million
",https://bonbanh.com/xe-kia-picanto-1.1-at-2007-4814946,0.19
4814964,Domestic assembly,Used car,Sedan,0,Black,Cream,4,5,Petrol,1.8,Manual,FWD,11,Ford,Laser,2005,Ford Laser GHIA 1.8 MT 2005,"155 Million
",https://bonbanh.com/xe-ford-laser-ghia-1.8-mt-2005-4814964,0.155
4814979,Domestic assembly,Used car,Sedan,0,Sand,Grey,4,5,Petrol,3,Automatic,FWD,9.6,Toyota,Camry,2004,Toyota Camry 3.0V 2004,"280 Million
",https://bonbanh.com/xe-toyota-camry-3.0v-2004-4814979,0.28
4815003,Imported,Used car,Sedan,0,Silver,Black,4,5,Petrol,1.6,Automatic,FWD,10,Kia,Cerato,2010,Kia Cerato 1.6 AT 2010,"325 Million
",https://bonbanh.com/xe-kia-cerato-1.6-at-2010-4815003,0.325
4815165,Domestic assembly,Used car,Crossover,0,White,Cream,5,5,Petrol,2,Automatic,FWD,9.7,Hyundai,Tucson,2021,Hyundai Tucson 2.0 AT Special 2021,"870 Million
",https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2021-4815165,0.87
4815176,Domestic assembly,Used car,SUV,0,Red,Black,5,7,Petrol,2.5,Automatic,FWD,9.9,Mazda,CX-8,2020,Mazda CX8 Premium 2020 car,"980 Million
",https://bonbanh.com/xe-mazda-cx8-premium-2020-4815176,0.98
4815182,Domestic assembly,Used car,Crossover,0,Sand,Colorful,5,7,Petrol,1.6,Manual,FWD,12.5,Kia,Carens,2011,Kia Carens LX 1.6 MT 2011,"195 Million
",https://bonbanh.com/xe-kia-carens-lx-1.6-mt-2011-4815182,0.195
4815199,Domestic assembly,Used car,Crossover,0,Red,Colorful,5,7,Petrol,2,Manual,FWD,7.8,Kia,Carens,2015,Kia Carens EXMT 2015,"245 Million
",https://bonbanh.com/xe-kia-carens-exmt-2015-4815199,0.245
4815229,Imported,Used car,Pickup,0,Grey,Orange,4,5,Diesel,2.2,Manual,4WD,10.2,Ford,Ranger,2018,Ford Ranger XLT 2.2L 4x4 MT 2018,"515 Million
",https://bonbanh.com/xe-ford-ranger-xlt-2.2l-4x4-mt-2018-4815229,0.515
4815255,Imported,Used car,Hatchback,0,Grey,Black,5,5,Petrol,2,Automatic,FWD,7.3,Mercedes-Benz,A250,2014,Mercedes Benz A class A250 Sport AMG 2014,"605 Million
",https://bonbanh.com/xe-mercedes_benz-a_class-a250-sport-amg-2014-4815255,0.605
4815296,Domestic assembly,Used car,SUV,0,Grey,Black,5,5,Petrol,1.5,Automatic,FWD,8.7,Ford,EcoSport Titanium,2016,Ford EcoSport Titanium 1.5L AT 2016,"398 Million
",https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2016-4815296,0.398
4815733,Domestic assembly,Used car,SUV,0,White,Black,5,5,Petrol,2,Automatic,FWD,9.1,Mazda,CX-5,2015,Mazda CX5 2.0 AT 2015,"535 Million
",https://bonbanh.com/xe-mazda-cx5-2.0-at-2015-4815733,0.535
4815850,Domestic assembly,Used car,SUV,0,White,Colorful,5,5,Petrol,3,Automatic,4WD,10,Ford,Escape,2001,Ford Escape 3.0 V6 2001,"110 Million
",https://bonbanh.com/xe-ford-escape-3.0-v6-2001-4815850,0.11
4815935,Domestic assembly,Used car,SUV,0,Black,Black,5,5,Petrol,2.4,Automatic,FWD,10.5,Honda,CR-V,2009,Honda CRV 2.4 AT 2009,"379 Million
",https://bonbanh.com/xe-honda-crv-2.4-at-2009-4815935,0.379
4815948,Domestic assembly,Used car,Hatchback,0,Red,Grey,5,5,Petrol,1.25,Manual,FWD,8.3,Kia,Morning,2015,Kia Morning Si MT 2015 car,"165 Million
",https://bonbanh.com/xe-kia-morning-si-mt-2015-4815948,0.165
4816038,Domestic assembly,Used car,SUV,0,Red,Black,5,7,Petrol,1.6,Automatic,FWD,7.7,Peugeot,5008,2021,Peugeot 5008 Allure 1.6 AT 2021,"1 Billion 89 Million
",https://bonbanh.com/xe-peugeot-5008-allure-1.6-at-2021-4816038,1.089
4816052,Domestic assembly,Used car,Hatchback,0,Silver,Grey,5,5,Petrol,0.8,Manual,FWD,8.5,Chevrolet,Spark,2008,Chevrolet Spark LT 0.8 MT 2008,"65 Million
",https://bonbanh.com/xe-chevrolet-spark-lt-0.8-mt-2008-4816052,0.065
4816062,Domestic assembly,Used car,Sedan,0,White,Cream,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota,Vios,2019,Toyota Vios 1.5G 2019,"485 Million
",https://bonbanh.com/xe-toyota-vios-1.5g-2019-4816062,0.485
4816101,Domestic assembly,Used car,Hatchback,0,Green,Green,5,5,Petrol,1.25,Manual,FWD,8.3,Kia,Morning,2014,Kia Morning MT 2014 car,"145 Million
",https://bonbanh.com/xe-kia-morning-mt-2014-4816101,0.145
4816104,Imported,Used car,SUV,3500000,Black,Black,5,7,Diesel,2.2,Manual,FWD,12.5,Hyundai,Santa_Fe,2008,Hyundai SantaFe 2.2 MT 2008,"370 Million
",https://bonbanh.com/xe-hyundai-santafe-2.2-mt-2008-4816104,0.37
4816130,Imported,Used car,SUV,0,White,Cream,5,5,Petrol,3,Automatic,AWD,11.4,Porsche,Cayenne,2021,Porsche Cayenne 3.0 V6 2021,"6 Billion 250 Million
",https://bonbanh.com/xe-porsche-cayenne-3.0-v6-2021-4816130,6.25
4816162,Domestic assembly,Used car,Hatchback,0,Green,Grey,5,5,Petrol,0.8,Manual,FWD,6.4,Daewoo,Matiz,2001,Daewoo Matiz 0.8 MT 2001,"35 Million
",https://bonbanh.com/xe-daewoo-matiz-0.8-mt-2001-4816162,0.035
4816173,Domestic assembly,Used car,Hatchback,0,Silver,Grey,5,5,Petrol,0.8,Manual,FWD,7.8,Daewoo,Matiz,2000,Daewoo Matiz 0.8 MT 2000,"30 Million
",https://bonbanh.com/xe-daewoo-matiz-0.8-mt-2000-4816173,0.03
4816180,Domestic assembly,Used car,SUV,0,Silver,Colorful,5,8,Diesel,2.5,Manual,RFD,6.5,Isuzu,Hi_lander,2009,Isuzu Hi lander V-Spec 2.5 MT 2009,"180 Million
",https://bonbanh.com/xe-isuzu-hi_lander-v-spec-2.5-mt-2009-4816180,0.18
4816205,Domestic assembly,Used car,SUV,0,Black,Black,5,5,Petrol,2.4,Automatic,FWD,8.8,Honda,CR-V,2016,Honda CRV 2.4 AT 2016,"685 Million
",https://bonbanh.com/xe-honda-crv-2.4-at-2016-4816205,0.685
4612876,Domestic assembly,Used car,Sedan,0,Silver,Cream,4,5,Petrol,1.8,Automatic,FWD,7.3,Toyota,Corolla_altis,2009,Toyota Corolla altis 1.8G AT 2009,"315 Million
",https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2009-4612876,0.315
4816225,Domestic assembly,Used car,Sedan,0,Green,Black,4,5,Petrol,1.4,Manual,FWD,0,Kia,Soluto,2022,Kia Soluto 1.4 MT Deluxe 2022,"440 Million
",https://bonbanh.com/xe-kia-soluto-1.4-mt-deluxe-2022-4816225,0.44
4816289,Imported,Used car,SUV,0,Black,Black,5,5,Petrol,3.5,Automatic,FWD,12.3,Lexus,RX350,2007,Lexus RX 350 2007,"560 Million
",https://bonbanh.com/xe-lexus-rx-350-2007-4816289,0.56
4816326,Domestic assembly,Used car,Crossover,0,Silver,Grey,5,8,Petrol,2,Manual,RFD,10.6,Toyota,Innova,2008,Toyota Innova G 2008 car,"255 Million
",https://bonbanh.com/xe-toyota-innova-g-2008-4816326,0.255
4816337,Domestic assembly,Used car,Truck,0,Green,Grey,2,3,Diesel,0,Manual,RFD,9,Thaco,Ollin,2011,Thaco Ollin 2011 car,"280 Million
",https://bonbanh.com/xe-thaco-ollin--2011-4816337,0.28
4816352,Domestic assembly,Used car,Crossover,0,Silver,Grey,5,8,Petrol,2,Manual,RFD,13.2,Toyota,Innova,2009,Toyota Innova G 2009 car,"300 Million
",https://bonbanh.com/xe-toyota-innova-g-2009-4816352,0.3
4816380,Domestic assembly,Used car,Crossover,0,Sand,Grey,5,8,Petrol,2,Manual,RFD,12.5,Toyota,Innova,2015,Toyota Innova 2.0E 2015 car,"360 Million
",https://bonbanh.com/xe-toyota-innova-2.0e-2015-4816380,0.36
4816384,Domestic assembly,Used car,Crossover,0,Black,Grey,5,5,Petrol,2,Automatic,FWD,10.2,Hyundai,Tucson,2020,Hyundai Tucson 2.0 AT 2020,"760 Million
",https://bonbanh.com/xe-hyundai-tucson-2.0-at-2020-4816384,0.76
4816385,Imported,Used car,Coupe,0,Green,Red,2,4,Petrol,3,Automatic,RFD,19.4,Porsche,911,2022,Porsche 911 Carrera S 2022,"9 Billion 870 Million
",https://bonbanh.com/xe-porsche-911-carrera-s-2022-4816385,9.87
4816453,Imported,Used car,Sedan,30,Black,Black,4,5,Petrol,3,Automatic,AWD,3.7,Mercedes-Benz,S450,2022,Mercedes Benz S class S450 4Matic 2022,"4 Billion 400 Million
",https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-2022-4816453,4.4
4816631,Imported,Used car,SUV,0,White,Black,4,5,Petrol,2.9,Automatic,AWD,11,Porsche,Macan,2021,Porsche Macan GTS 2021,"5 Billion 750 Million
",https://bonbanh.com/xe-porsche-macan-gts-2021-4816631,5.75
4816737,Imported,Used car,Sedan,30,Green,Cream,4,5,Petrol,3,Automatic,AWD,3.7,Mercedes-Benz,S450,2022,Mercedes Benz S class S450 4Matic 2022,"4 Billion 888 Million
",https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-2022-4816737,4.888
4816784,Domestic assembly,Used car,SUV,0,Silver,Grey,5,7,Petrol,3,Manual,4WD,12.2,Mitsubishi,Pajero,2003,Mitsubishi Pajero 3.0 2003,"100 Million
",https://bonbanh.com/xe-mitsubishi-pajero-3.0-2003-4816784,0.1
4816833,Domestic assembly,Used car,SUV,2354378,Green,Grey,5,8,Petrol,1.8,Manual,RFD,7,Toyota,Zace,2005,Toyota Zace GL 2005,"155 Million
",https://bonbanh.com/xe-toyota-zace-gl-2005-4816833,0.155
4816837,Domestic assembly,Used car,Hatchback,0,Silver,Grey,5,5,Petrol,1.1,Manual,FWD,7.1,Kia,Morning,2011,Kia Morning LX 1.1 MT 2011,"115 Million
",https://bonbanh.com/xe-kia-morning-lx-1.1-mt-2011-4816837,0.115
4816855,Domestic assembly,Used car,Sedan,0,Black,Black,4,5,Petrol,1.6,Automatic,FWD,9.4,Kia,Forte,2011,Kia Forte SX 1.6 AT 2011,"330 Million
",https://bonbanh.com/xe-kia-forte-sx-1.6-at-2011-4816855,0.33
4816865,Domestic assembly,Used car,Crossover,0,Sand,Grey,5,7,Petrol,1.6,Manual,FWD,12.5,Kia,Carens,2011,Kia Carens LX 1.6 MT 2011,"185 Million
",https://bonbanh.com/xe-kia-carens-lx-1.6-mt-2011-4816865,0.185
4816913,Imported,Used car,Pickup,0,Orange,Colorful,4,5,Diesel,3.2,Automatic,4WD,10.2,Ford,Ranger,2018,Ford Ranger Wildtrak 3.2L 4x4 AT 2018,"695 Million
",https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2018-4816913,0.695
4816933,Imported,Used car,Sedan,0,Black,Black,4,5,Petrol,1.6,Automatic,FWD,16.4,Daewoo,Lacetti,2009,Daewoo Lacetti CDX 1.6 AT 2009,"220 Million
",https://bonbanh.com/xe-daewoo-lacetti-cdx-1.6-at-2009-4816933,0.22
4816939,Imported,Used car,Sedan,0,Black,Colorful,4,5,Petrol,2,Manual,FWD,9.6,Nissan,Bluebird,1993,Nissan Bluebird SSS 2.0 1993,"62 Million
",https://bonbanh.com/xe-nissan-bluebird-sss-2.0-1993-4816939,0.062
4816944,Imported,Used car,Pickup,0,White,Brown,4,5,Diesel,2.5,Automatic,RFD,10.9,Nissan,Navara,2016,Nissan Navara EL 2.5AT 2WD 2016,"470 Million
",https://bonbanh.com/xe-nissan-navara-el-2.5at-2wd-2016-4816944,0.47
4816981,Imported,Used car,Pickup,0,Silver,Grey,4,5,Diesel,2.5,Manual,RFD,10.9,Toyota,Hilux,2014,Toyota Hilux 2.5E 4x2 MT 2014,"420 Million
",https://bonbanh.com/xe-toyota-hilux-2.5e-4x2-mt-2014-4816981,0.42
4817000,Domestic assembly,Used car,Sedan,0,Black,Grey,4,5,Petrol,2.4,Automatic,FWD,9.2,Toyota,Camry,2010,Toyota Camry 2.4G 2010,"420 Million
",https://bonbanh.com/xe-toyota-camry-2.4g-2010-4817000,0.42
4817010,Domestic assembly,Used car,Sedan,0,Black,Cream,4,5,Petrol,1.8,Automatic,FWD,7.9,Chevrolet,Cruze,2016,Chevrolet Cruze LTZ 1.8 AT 2016,"385 Million
",https://bonbanh.com/xe-chevrolet-cruze-ltz-1.8-at-2016-4817010,0.385
4817062,Domestic assembly,Used car,Crossover,0,Silver,Grey,5,8,Petrol,2,Manual,RFD,11.5,Toyota,Innova,2006,Toyota Innova G 2006 car,"237 Million
",https://bonbanh.com/xe-toyota-innova-g-2006-4817062,0.237
4817088,Domestic assembly,Used car,SUV,0,White,Black,5,7,Petrol,2.4,Automatic,AWD,11,Hyundai,Santa_Fe,2018,Hyundai SantaFe 2.4L HTRAC 2018,"830 Million
",https://bonbanh.com/xe-hyundai-santafe-2.4l-htrac-2018-4817088,0.83
4817094,Domestic assembly,Used car,Sedan,50,Black,Black,4,5,Petrol,1.5,Automatic,RFD,4.4,Mercedes-Benz,C200,2022,Mercedes Benz C class C200 Avantgarde 2022,"1 Billion 333 Million
",https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2022-4817094,1.333
4817097,Domestic assembly,Used car,Hatchback,0,Silver,Sand,5,5,Petrol,1.25,Manual,FWD,8.3,Kia,Morning,2016,Kia Morning EX 2016 car,"199 Million
",https://bonbanh.com/xe-kia-morning-ex-2016-4817097,0.199
4817099,Domestic assembly,Used car,SUV,0,Black,Cream,5,7,Petrol,2.4,Manual,FWD,15.6,Chevrolet,Captiva,2008,Chevrolet Captiva LT 2.4 MT 2008,"210 Million
",https://bonbanh.com/xe-chevrolet-captiva-lt-2.4-mt-2008-4817099,0.21
4817145,Domestic assembly,Used car,Sedan,0,Black,Yellow,4,5,Petrol,1.8,Automatic,FWD,7.8,Honda,Civic,2008,Honda Civic 1.8 AT 2008,"265 Million
",https://bonbanh.com/xe-honda-civic-1.8-at-2008-4817145,0.265
4817176,Domestic assembly,Used car,Sedan,50,Black,Brown,4,5,Petrol,1.5,Automatic,RFD,4.4,Mercedes-Benz,C200,2022,Mercedes Benz C class C200 Avantgarde Plus 2022,"1 Billion 750 Million
",https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-4817176,1.75
4817221,Domestic assembly,Used car,Sedan,0,Red,Cream,4,5,Petrol,1.5,Manual,FWD,9.3,Toyota,Vios,2017,Toyota Vios 1.5E 2017,"365 Million
",https://bonbanh.com/xe-toyota-vios-1.5e-2017-4817221,0.365
4817226,Imported,Used car,SUV,0,Black,Grey,5,8,Petrol,2.7,Automatic,4WD,11.3,Toyota,Fortuner,2007,Toyota Fortuner SR5 2.7 AT 2007,"358 Million
",https://bonbanh.com/xe-toyota-fortuner-sr5-2.7-at-2007-4817226,0.358
4817234,Imported,Used car,Sedan,0,Green,Brown,4,5,Petrol,1.6,Automatic,FWD,8.7,Kia,Forte,2009,Kia Forte SLi 1.6 AT 2009,"289 Million
",https://bonbanh.com/xe-kia-forte-sli-1.6-at-2009-4817234,0.289
4817449,Domestic assembly,Used car,Sedan,100,White,Black,4,5,Petrol,2,Automatic,RFD,8.7,Mercedes-Benz,E300,2022,Mercedes Benz E class E300 AMG 2022,"2 Billion 900 Million
",https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2022-4817449,2.9
4817513,Imported,Used car,Coupe,0,Red,Black,2,5,Petrol,2,Automatic,FWD,9,Kia,Cerato,2017,Kia Cerato Koup 2017,"495 Million
",https://bonbanh.com/xe-kia-cerato-koup-2017-4817513,0.495
4817657,Domestic assembly,Used car,Sedan,50,Red,Black,4,5,Petrol,1.5,Automatic,RFD,8.7,Mercedes-Benz,E180,2022,Mercedes Benz E class E180 2022,"1 Billion 769 Million
",https://bonbanh.com/xe-mercedes_benz-e_class-e180-2022-4817657,1.769
4817814,Domestic assembly,Used car,Crossover,0,Silver,Grey,5,8,Petrol,2,Manual,RFD,8.5,Toyota,Innova,2016,Toyota Innova 2.0E 2016 car,"410 Million
",https://bonbanh.com/xe-toyota-innova-2.0e-2016-4817814,0.41
4817818,Domestic assembly,Used car,Crossover,7800000,White,Black,5,7,Petrol,2,Automatic,FWD,13.1,Kia,Carens,2010,Kia Carens SX 2.0 AT 2010,"355 Million
",https://bonbanh.com/xe-kia-carens-sx-2.0-at-2010-4817818,0.355
4817850,Domestic assembly,Used car,Sedan,0,Black,Cream,4,5,Petrol,1.6,Manual,FWD,8.3,Daewoo,Nubira,2003,Daewoo Nubira II 1.6 2003,"37 Million
",https://bonbanh.com/xe-daewoo-nubira-ii-1.6-2003-4817850,0.037
4817892,Imported,Used car,Sedan,0,Black,Brown,4,5,Petrol,2,Manual,FWD,11.8,Daewoo,Magnus,2005,Daewoo Magnus 2.0 MT 2005,"85 Million
",https://bonbanh.com/xe-daewoo-magnus-2.0-mt-2005-4817892,0.085
4818001,Domestic assembly,Used car,Hatchback,0,Silver,Grey,5,5,Petrol,0.8,Manual,FWD,8.3,Daewoo,Matiz,2005,Daewoo Matiz SE 0.8 MT 2005,"75 Million
",https://bonbanh.com/xe-daewoo-matiz-se-0.8-mt-2005-4818001,0.075
4818121,Domestic assembly,Used car,Hatchback,0,Green,Grey,5,5,Petrol,1.1,Manual,FWD,6.5,Kia,Pride,2002,Kia Pride CD5 2002 car,"50 Million
",https://bonbanh.com/xe-kia-pride-cd5-2002-4818121,0.05
4818147,Domestic assembly,Used car,Crossover,0,Black,Grey,5,7,Petrol,2,Manual,FWD,8,Chevrolet,Vivant,2008,Chevrolet Vivant CDX MT 2008,"130 Million
",https://bonbanh.com/xe-chevrolet-vivant-cdx-mt-2008-4818147,0.13
4818194,Imported,Used car,Hatchback,0,Silver,Grey,5,5,Petrol,1.4,Manual,FWD,9.7,Hyundai,Getz,2009,Hyundai Getz 1.4 MT 2009,"215 Million
",https://bonbanh.com/xe-hyundai-getz-1.4-mt-2009-4818194,0.215
4818216,Domestic assembly,Used car,Sedan,0,Green,Grey,4,5,Petrol,1.6,Manual,FWD,8.5,Mitsubishi,Lancer,2000,Mitsubishi Lancer 1.6 MT 2000,"150 Million
",https://bonbanh.com/xe-mitsubishi-lancer-1.6-mt-2000-4818216,0.15
4818263,Domestic assembly,Used car,Sedan,0,White,Black,4,5,Petrol,2,Automatic,RFD,8.7,Mercedes-Benz,E200,2022,Mercedes Benz E class E200 Exclusive 2022,"2 Billion 330 Million
",https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-4818263,2.33
4818266,Domestic assembly,Used car,Sedan,0,White,Red,4,5,Petrol,2,Automatic,RFD,7.8,Mercedes-Benz,C300,2017,Mercedes Benz C class C300 AMG 2017,"999 Million
",https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2017-4818266,0.999
4818271,Domestic assembly,Used car,Truck,0,Green,Grey,2,3,Diesel,0,Manual,RFD,9.5,Kia,K3000S,2010,Kia K3000S 2010,"170 Million
",https://bonbanh.com/xe-kia-k3000s--2010-4818271,0.17
4818273,Imported,Used car,Pickup,35,Black,Black,4,5,Diesel,2,Automatic,4WD,11.7,Ford,Ranger,2020,Ford Ranger Wildtrak 2.0L 4x4 AT 2020,"735 Million
",https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2020-4818273,0.735
4818279,Domestic assembly,Used car,Crossover,0,Silver,Grey,5,8,Petrol,2,Manual,RFD,11.5,Toyota,Innova,2006,Toyota Innova G 2006 car,"170 Million
",https://bonbanh.com/xe-toyota-innova-g-2006-4818279,0.17
4818313,Imported,Used car,Hatchback,0,Silver,Grey,5,5,Petrol,1,Manual,FWD,6.6,Hyundai,i10,2016,Hyundai i10 Grand 1.0 MT 2016,"230 Million
",https://bonbanh.com/xe-hyundai-i10-grand-1.0-mt-2016-4818313,0.23
4818418,Domestic assembly,Used car,SUV,0,Black,Black,5,5,Petrol,2.5,Automatic,AWD,9.3,Mazda,CX-5,2017,Mazda CX5 2.5 AT AWD 2017,"600 Million
",https://bonbanh.com/xe-mazda-cx5-2.5-at-awd-2017-4818418,0.6
4818592,Domestic assembly,Used car,SUV,0,Silver,Grey,5,8,Diesel,2.5,Manual,RFD,12.1,Toyota,Fortuner,2011,Toyota Fortuner 2.5G 2011,"499 Million
",https://bonbanh.com/xe-toyota-fortuner-2.5g-2011-4818592,0.499
4818605,Domestic assembly,Used car,SUV,0,Silver,Grey,5,8,Diesel,2.5,Automatic,RFD,13,Ford,Everest,2011,Ford Everest 2.5L 4x2 AT 2011,"420 Million
",https://bonbanh.com/xe-ford-everest-2.5l-4x2-at-2011-4818605,0.42
4818673,Domestic assembly,Used car,Sedan,0,Silver,Cream,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota,Vios,2018,Toyota Vios 1.5G 2018,"440 Million
",https://bonbanh.com/xe-toyota-vios-1.5g-2018-4818673,0.44
4818683,Domestic assembly,Used car,Pickup,0,Brown,Red,4,5,Diesel,2,Automatic,4WD,11.4,Ford,Ranger,2021,Ford Ranger Wildtrak 2.0L 4x4 AT 2021,"750 Million
",https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2021-4818683,0.75
4818690,Imported,Used car,Hatchback,0,Silver,Cream,5,5,Petrol,1,Automatic,FWD,7.1,Kia,Morning,2006,Kia Morning SLX 1.0 AT 2006 car,"133 Million
",https://bonbanh.com/xe-kia-morning-slx-1.0-at-2006-4818690,0.133
4818694,Domestic assembly,Used car,Crossover,0,Silver,Grey,5,8,Petrol,2,Manual,RFD,11.5,Toyota,Innova,2006,Toyota Innova G 2006 car,"165 Million
",https://bonbanh.com/xe-toyota-innova-g-2006-4818694,0.165
