ad_id,origin,car_model,exterior_color,interior_color,num_of_doors,seating_capacity,engine,engine_capacity,transmission,drive_type,fuel_consumption,car_name,log_price,Brand_Ranking,Yeo_Johnson_mileage,age
4513006,Imported,Pickup,White,Black,4,5,Diesel,2.4,Automatic,RFD,12.3,Mitsubishi Triton 4x2 AT 2023,20.18712241,101,2.509599262378372,1
4513031,Imported,SUV,Silver,Black,5,7,Petrol,1.5,Automatic,FWD,10.0,Mitsubishi Xpander Premium 1.5 AT 2023,20.19563309,101,2.302585092994046,1
4513153,Imported,SUV,Orange,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Titanium 2.0L 4x2 AT 2023,20.99023487,8,2.379546134130174,1
4513176,Imported,SUV,Brown,Black,5,7,Diesel,2.0,Automatic,4WD,10.8,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,21.11935378,8,2.379546134130174,1
4513194,Imported,SUV,Red,Yellow,5,4,Petrol,3.0,Automatic,AWD,12.4,LandRover Range Rover SVAutobiography LWB 3.0 I6 2021,23.27271101,18,2.517696472610991,3
4513369,Domestic assembly,SUV,Black,Black,5,7,Petrol,1.5,Automatic,FWD,7.3,Honda CRV G 2023 car,20.61568063,7,1.9878743481543453,1
4513503,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.5,Automatic,FWD,7.1,Honda City RS 1.5 AT 2023 car,20.08649899,7,1.9600947840472696,1
4513622,Domestic assembly,Sedan,Pink,Cream,4,5,Petrol,2.4,Automatic,FWD,8.9,Toyota Camry 2.4G 2007,19.68762835,3,2.186051276738094,17
4513642,Imported,Sedan,Green,Brown,4,4,Petrol,6.6,Automatic,AWD,8.0,Rolls Royce Ghost Series II 2015,23.64103657,1,2.079441541679836,9
4513645,Imported,Sedan,Green,Cream,4,5,Petrol,6.8,Automatic,AWD,16.1,Bentley Mulsanne Speed 2015,23.36225174,34,2.778819271990417,9
4513840,Imported,Pickup,White,Grey,4,5,Diesel,2.2,Manual,4WD,11.5,Mazda BT50 Standard 2.2L 4x4 MT 2020,20.21244021,42,2.4423470353692043,4
4513869,Domestic assembly,SUV,Black,Black,5,5,Petrol,2.0,Automatic,FWD,9.1,Mazda CX5 2.0 AT 2015,20.13447867,42,2.2082744135228043,9
4513877,Imported,Van/Minivan,Black,Brown,4,7,Petrol,2.0,Automatic,RFD,7.7,Mercedes Benz V class V250 Avantgarde 2016,21.35453761,2,2.0412203288596382,8
4513944,Imported,SUV,Green,Different color,5,5,Petrol,2.5,Automatic,AWD,9.8,Subaru Outback 2.5iT EyeSight 2022,21.40079164,20,2.2823823856765264,2
4513945,Imported,SUV,White,Brown,5,5,Petrol,2.5,Automatic,AWD,9.8,Subaru Outback 2.5iT EyeSight 2022,21.30380407,20,2.2823823856765264,2
4513946,Imported,SUV,Silver,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Ambiente 2.0L 4x2 AT 2023,20.81766651,8,2.379546134130174,1
4513949,Imported,SUV,Green,Black,5,5,Petrol,2.0,Automatic,AWD,9.6,Subaru Forester 2.0iS EyeSight 2022,20.69177517,20,2.26176309847379,2
4513954,Imported,SUV,White,Black,5,5,Petrol,2.0,Automatic,AWD,9.6,Subaru Forester 2.0iS EyeSight 2022,20.69177517,20,2.26176309847379,2
4513955,Imported,SUV,Copper,Black,5,5,Petrol,2.0,Automatic,AWD,9.6,Subaru Forester 2.0iS EyeSight 2022,20.69177517,20,2.26176309847379,2
4513956,Imported,SUV,Black,Default Value,5,5,Petrol,2.0,Automatic,AWD,9.6,Subaru Forester 2.0iS EyeSight 2022,20.69177517,20,2.26176309847379,2
4513978,Imported,SUV,Silver,Different color,5,5,Petrol,2.0,Automatic,AWD,9.6,Subaru Forester 2.0iL 2022,20.55956974,20,2.26176309847379,2
4513981,Imported,SUV,Green,Black,5,5,Petrol,2.0,Automatic,AWD,9.6,Subaru Forester 2.0iL 2022,20.55956974,20,2.26176309847379,2
4513982,Imported,SUV,Green,Black,5,5,Petrol,2.0,Automatic,AWD,9.6,Subaru Forester 2.0iL 2022,20.55956974,20,2.26176309847379,2
4513988,Imported,SUV,White,Grey,5,5,Petrol,2.0,Automatic,AWD,9.6,Subaru Forester 2.0iL 2022,20.55956974,20,2.26176309847379,2
4513989,Imported,SUV,Brown,Black,5,5,Petrol,2.0,Automatic,AWD,9.6,Subaru Forester 2.0iL 2022,20.55956974,20,2.26176309847379,2
4513995,Domestic assembly,Sedan,Green,Black,4,5,Petrol,1.5,Automatic,FWD,7.1,Honda City RS 1.5 AT 2023 car,20.08649899,7,1.9600947840472696,1
4514065,Domestic assembly,SUV,Silver,Cream,5,8,Diesel,2.4,Manual,RFD,11.6,Toyota Fortuner 2.4G 4x2 MT 2019,20.54294228,3,2.451005098112319,5
4514083,Imported,SUV,Black,Brown,5,5,Petrol,3.0,Automatic,AWD,8.4,LandRover Range Rover Autobiography LWB 3.0 I6 2020,22.78886197,18,2.128231705849268,4
4514098,Imported,SUV,Red,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Titanium 2.0L 4x2 AT 2023,20.92946667,8,2.379546134130174,1
4514209,Domestic assembly,Sedan,Black,Cream,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota Vios E CVT 2023,20.02811665,3,2.091864061678393,1
4514222,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.5,Manual,FWD,8.1,Toyota Vios E 1.5 MT 2022,19.91806915,3,2.091864061678393,2
4514415,Domestic assembly,SUV,Red,Black,5,7,Petrol,1.5,Automatic,FWD,7.3,Honda CRV G 2023 car,20.61568063,7,1.9878743481543453,1
4514436,Domestic assembly,Pickup,White,Different color,4,5,Diesel,2.2,Automatic,RFD,11.7,Ford Ranger XLS 2.0L 4x2 AT 2023,20.27697873,8,2.4595888418037104,1
4514486,Imported,SUV,Black,Cream,5,7,Petrol,3.4,Automatic,AWD,12.8,Toyota Land Cruiser 3.5 V6 2022,22.17861973,3,2.5494451709255714,2
4514578,Domestic assembly,SUV,Silver,Brown,5,7,Petrol,2.4,Automatic,4WD,10.9,Hyundai SantaFe 2.4L 4WD 2017,20.4988715,9,2.388762789235098,7
4514603,Imported,SUV,Grey,Black,5,5,Petrol,2.0,Automatic,4WD,9.0,Jeep Wrangler Rubicon 2.0 4x4 AT 2022,22.13132169,23,2.19722457733622,2
4514625,Domestic assembly,Sedan,White,Cream,4,5,Petrol,2.0,Automatic,FWD,7.4,Hyundai Elantra 2.0 AT 2020,20.24523004,9,2.0014800002101243,4
4514670,Imported,SUV,Silver,Black,5,7,Petrol,2.5,Automatic,RFD,8.5,Nissan Terra E 2.5 AT 2WD 2018,20.44882899,11,2.1400661634962708,6
4514837,Imported,SUV,Black,Black,5,7,Petrol,1.5,Automatic,FWD,10.0,Mitsubishi Xpander Cross 1.5 AT 2022,20.36372966,101,2.302585092994046,2
4514846,Imported,SUV,White,Black,5,7,Petrol,1.5,Automatic,FWD,10.0,Mitsubishi Xpander 1.5 AT 2022,20.20910131,101,2.302585092994046,2
4515230,Imported,SUV,Green,Brown,5,5,Petrol,2.0,Automatic,AWD,13.8,Porsche Macan 2.0 2015,21.28288162,5,2.624668592163159,9
4515312,Imported,Sedan,White,Brown,4,5,Petrol,3.0,Automatic,RFD,10.7,Mercedes Benz S class S450 2021,22.33270375,2,2.3702437414678603,3
4515324,Imported,SUV,White,Brown,5,7,Diesel,2.0,Automatic,4WD,10.8,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,21.10101711,8,2.379546134130174,1
4515386,Domestic assembly,Sedan,Red,Yellow,4,5,Petrol,1.6,Automatic,FWD,7.9,Hyundai Elantra 1.6 AT 2019,20.0977773,9,2.066862759472976,5
4515402,Imported,Pickup,Green,Brown,4,5,Diesel,2.2,Manual,RFD,11.6,Ford Ranger XLS 2.2L 4x2 MT 2019,20.12542884,8,2.451005098112319,5
4515591,Imported,SUV,Grey,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Ambiente 2.0L 4x2 AT 2023,20.81766651,8,2.379546134130174,1
4515696,Imported,SUV,Grey,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Sport 2.0L 4x2 AT 2023,20.88708392,8,2.379546134130174,1
4515757,Imported,SUV,Brown,Black,5,7,Diesel,2.0,Automatic,4WD,10.8,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,21.10716677,8,2.379546134130174,1
4515848,Imported,Sedan,Green,Black,4,5,Petrol,3.0,Automatic,RFD,3.7,Mercedes Benz S class S450 2022,22.30820612,2,1.308332819650179,2
4515868,Domestic assembly,Sedan,Red,Black,4,5,Petrol,2.0,Automatic,RFD,6.0,VinFast Lux A 2.0 Standard 2022 car,20.33760336,103,1.791759469228055,2
4515929,Imported,Coupe,White,Black,5,5,Petrol,3.0,Automatic,AWD,9.8,Mercedes Benz GLE Class GLE 450 4Matic Coupe 2022,22.30203834,2,2.2823823856765264,2
4516212,Domestic assembly,Sedan,Black,Brown,4,5,Petrol,2.0,Automatic,RFD,7.8,Mercedes Benz E class E200 2017,20.89721914,2,2.0541237336955462,7
4516403,Imported,SUV,Grey,Black,5,7,Diesel,2.0,Automatic,4WD,10.8,Ford Everest Titanium 2.0L 4x4 AT 2019,20.6496193,8,2.379546134130174,5
4516456,Imported,SUV,Yellow,Black,5,7,Diesel,2.0,Automatic,4WD,10.8,Ford Everest Titanium 2.0L 4x4 AT 2019,20.6496193,8,2.379546134130174,5
4516522,Imported,SUV,White,Brown,5,7,Diesel,2.0,Automatic,4WD,10.8,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,21.06330314,8,2.379546134130174,1
4516541,Imported,SUV,Silver,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Titanium 2.0L 4x2 AT 2023,20.93028001,8,2.379546134130174,1
4516562,Domestic assembly,Pickup,Black,Black,4,5,Diesel,2.2,Automatic,4WD,11.7,Ford Ranger XLT 2.0L 4x4 AT 2023,20.4875435,8,2.4595888418037104,1
4516571,Domestic assembly,Pickup,Yellow,Black,4,5,Diesel,2.0,Automatic,4WD,11.7,Ford Ranger Wildtrak 2.0L 4x4 AT 2023,20.65284337,8,2.4595888418037104,1
4516588,Domestic assembly,Pickup,Red,Black,4,5,Diesel,2.0,Automatic,4WD,11.7,Ford Ranger Wildtrak 2.0L 4x4 AT 2023,20.65284337,8,2.4595888418037104,1
4516600,Imported,SUV,Red,Black,5,7,Diesel,2.0,Automatic,4WD,10.8,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,21.06330314,8,2.379546134130174,1
4516616,Domestic assembly,Truck,White,Grey,2,3,Diesel,3.0,Manual,RFD,5.0,Isuzu QKR 270 2021 car,19.87929577,32,1.6094379124341005,3
4517237,Domestic assembly,SUV,Black,Black,5,7,Petrol,1.5,Automatic,FWD,7.3,Honda CRV G 2023 car,20.61568063,7,1.9878743481543453,1
4517369,Domestic assembly,SUV,White,Black,5,7,Petrol,1.5,Automatic,FWD,7.3,Honda CRV G 2023 car,20.64854229,7,1.9878743481543453,1
4517555,Imported,SUV,Grey,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Titanium 2.0L 4x2 AT 2023,20.92946667,8,2.379546134130174,1
4517804,Domestic assembly,SUV,White,Black,5,7,Petrol,1.5,Manual,RFD,7.6,Toyota Avanza Premio 1.5 MT 2022,20.10336912,3,2.028148247292285,2
4517826,Domestic assembly,Sedan,Black,Black,4,5,Petrol,1.5,Automatic,FWD,7.1,Honda City RS 1.5 AT 2023 car,20.08649899,7,1.9600947840472696,1
4518136,Imported,SUV,White,Grey,4,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Ambiente 2.0L 4x2 AT 2023,20.79930052,8,2.379546134130174,1
4518177,Imported,SUV,White,Grey,4,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Titanium 2.0L 4x2 AT 2023,20.97246692,8,2.379546134130174,1
4518723,Imported,SUV,Black,Cream,5,7,Petrol,3.0,Automatic,AWD,11.5,Mercedes Benz GLS 450 4Matic 2021,22.38149391,2,2.4423470353692043,3
4518759,Imported,SUV,Black,Cream,5,7,Petrol,3.0,Automatic,AWD,11.5,Mercedes Benz GLS 450 4Matic 2021,22.49821819,2,2.4423470353692043,3
4518760,Imported,Pickup,Red,Black,4,5,Diesel,2.0,Automatic,4WD,11.4,Ford Ranger Wildtrak 2.0L 4x4 AT 2021,20.57824006,8,2.4336133554004498,3
4518761,Domestic assembly,Sedan,White,Black,4,5,Petrol,3.0,Automatic,RFD,11.6,Mercedes Benz E class E400 AMG 2014,20.6044823,2,2.451005098112319,10
4518990,Domestic assembly,Sedan,Red,Different color,4,5,Petrol,1.6,Automatic,FWD,10.9,Kia K3 Premium 1.6 AT 2022 car,20.19393674,16,2.388762789235098,2
4519066,Imported,SUV,White,Black,5,5,Petrol,1.0,Automatic,FWD,7.6,Toyota Raize G 1.0 CVT 2023,20.01601973,3,2.028148247292285,1
4519105,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.5,Automatic,RFD,7.1,Mercedes Benz C class C200 Avantgarde 2023,21.16474138,2,1.9600947840472696,1
4519135,Imported,SUV,Silver,Black,5,7,Petrol,1.5,Automatic,FWD,7.6,Toyota Veloz Cross 1.5 CVT 2023,20.27384884,3,2.028148247292285,1
4519142,Imported,SUV,Black,Brown,5,7,Diesel,2.0,Automatic,4WD,10.8,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,21.10716677,8,2.379546134130174,1
4519159,Imported,SUV,Green,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Sport 2.0L 4x2 AT 2023,20.88708392,8,2.379546134130174,1
4519189,Imported,SUV,White,Black,5,7,Petrol,1.5,Automatic,FWD,7.6,Toyota Veloz Cross Top 1.5 CVT 2023,20.27697873,3,2.028148247292285,1
4519192,Domestic assembly,Truck,White,Grey,2,3,Diesel,1.0,Manual,RFD,13.3,Hyundai car 2015,20.36659089,9,2.5877640352277083,9
4519290,Imported,SUV,White,Brown,5,5,Petrol,3.5,Automatic,AWD,11.8,Lexus RX 350 2019,21.81350988,13,2.468099531471619,5
4519296,Imported,SUV,Sand,Red,5,5,Petrol,2.0,Automatic,AWD,10.1,Lexus NX 200t 2015,21.22404112,13,2.312535423847214,9
4519419,Domestic assembly,Sedan,White,Cream,4,5,Petrol,2.0,Automatic,RFD,7.9,VinFast Lux A 2.0 Plus 2.0 AT 2020 car,20.30014579,103,2.066862759472976,4
4519537,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.5,Automatic,FWD,7.1,Honda City RS 1.5 AT 2023 car,20.15939099,7,1.9600947840472696,1
4519617,Imported,SUV,Silver,Black,5,7,Petrol,1.5,Manual,RFD,7.6,Toyota Avanza Premio 1.5 MT 2023,20.13986952,3,2.028148247292285,1
4519684,Domestic assembly,Sedan,White,Black,4,5,Petrol,2.0,Automatic,RFD,10.2,Mercedes Benz C class C300 AMG 2019,20.98486057,2,2.322387720290225,5
4519806,Imported,Pickup,Black,Black,4,5,Petrol,3.5,Automatic,4WD,9.4,Ford F150 Raptor 2019,22.30224454,8,2.2407096892759584,5
4519864,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.5,Automatic,RFD,7.1,Mercedes Benz C class C200 Avantgarde Plus 2023,21.16474138,2,1.9600947840472696,1
4520076,Domestic assembly,Sedan,White,Grey,4,5,Petrol,2.0,Automatic,RFD,9.3,Mercedes Benz E class E300 AMG 2017,21.05902353,2,2.2300144001592104,7
4520993,Domestic assembly,Pickup,White,Black,4,5,Diesel,2.0,Automatic,4WD,12.1,Ford Ranger Wildtrak 4x4AT 2022,20.65605709,8,2.4932054526026954,2
4521020,Domestic assembly,Pickup,Red,Black,4,5,Diesel,2.0,Automatic,4WD,12.1,Ford Ranger Limited 2.0 4x4 AT 2022,20.53693626,8,2.4932054526026954,2
4521029,Domestic assembly,Pickup,White,Black,4,5,Diesel,2.3,Manual,4WD,12.1,Ford Ranger 2022,20.30623409,8,2.4932054526026954,2
4521080,Imported,SUV,Brown,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Titanium 2.0L 4x2 AT 2022,20.94240137,8,2.379546134130174,2
4521147,Domestic assembly,Crossover,White,Cream,5,5,Diesel,2.0,Automatic,FWD,10.1,Hyundai Tucson 2.0 AT CRDi 2019,20.44619394,9,2.312535423847214,5
4521313,Domestic assembly,SUV,Copper,Black,5,7,Petrol,2.4,Automatic,FWD,9.9,Hyundai SantaFe 2.4L 2020,20.45538639,9,2.2925347571405443,4
4521322,Imported,SUV,Black,Colorful,5,5,Petrol,2.0,Automatic,AWD,9.8,LandRover Range Rover Evoque Dynamic 2014,20.86302778,18,2.2823823856765264,10
4521444,Imported,Sedan,Green,Cream,4,5,Petrol,2.0,Automatic,RFD,5.0,BMW 3 Series 320i 2016,20.4875435,4,1.6094379124341005,8
4522004,Domestic assembly,SUV,White,Grey,5,7,Petrol,2.4,Automatic,FWD,11.0,Chevrolet Captiva LTZ 2.4 AT 2015,19.89772947,14,2.3978952727983707,9
4522010,Domestic assembly,Sedan,Black,Black,4,5,Petrol,1.8,Automatic,RFD,11.4,Mercedes Benz E class E250 2009,20.04992128,2,2.4336133554004498,15
4522678,Domestic assembly,Van/Minivan,Green,Grey,4,16,Petrol,2.7,Manual,RFD,9.0,Toyota Hiace 2.7 2010,19.51929303,3,2.19722457733622,14
4523173,Imported,SUV,Green,Black,5,7,Petrol,2.3,Automatic,AWD,11.8,Ford Explorer Limited 2.3L EcoBoost 2022,21.51126855,8,2.468099531471619,2
4523418,Imported,Sedan,White,Grey,4,5,Petrol,1.6,Automatic,FWD,7.8,Hyundai Elantra 1.6 AT 2014,19.87929577,9,2.0541237336955462,10
4523432,Domestic assembly,Sedan,Red,Colorful,4,5,Petrol,1.4,Automatic,FWD,8.5,Kia Soluto 1.4 AT Deluxe 2020 car,19.86759973,16,2.1400661634962708,4
4523521,Imported,Sedan,Black,Cream,4,5,Petrol,2.5,Automatic,FWD,8.7,Toyota Camry LE 2.5 2009,19.94237974,3,2.163323025660538,15
4523571,Domestic assembly,Van/Minivan,Silver,Green,4,10,Petrol,2.7,Manual,RFD,12.3,Toyota Hiace Super Wagon 2.7 2009,19.45030016,3,2.509599262378372,15
4523666,Imported,SUV,White,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Ambiente 2.0L 4x2 AT 2023,20.81766651,8,2.379546134130174,1
4523712,Imported,Hatchback,Red,Black,5,5,Petrol,1.5,Automatic,FWD,6.4,Mazda 2 1.5 AT 2015,19.65905497,42,1.8562979903656265,9
4523925,Domestic assembly,Crossover,White,Cream,5,5,Diesel,2.0,Automatic,FWD,10.2,Hyundai Tucson 2.0 AT CRDi 2020,20.57244295,9,2.322387720290225,4
4523953,Imported,SUV,Black,Grey,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Titanium 2.0L 4x2 AT 2023,20.9440065,8,2.379546134130174,1
4524057,Imported,SUV,White,Grey,5,7,Petrol,1.5,Automatic,FWD,8.2,Honda CRV G 2019 car,20.4988715,7,2.1041341542702074,5
4524073,Imported,SUV,White,Grey,5,7,Petrol,1.5,Automatic,FWD,8.2,Honda CRV G 2019 car,20.59543247,7,2.1041341542702074,5
4524285,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.5,Manual,FWD,8.1,Toyota Vios 1.5E MT 2020,19.76875389,3,2.091864061678393,4
4524329,Imported,SUV,Black,Black,5,7,Diesel,2.0,Automatic,4WD,10.8,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,21.09137516,8,2.379546134130174,1
4524377,Imported,SUV,White,Brown,5,7,Diesel,1.9,Manual,RFD,10.1,Isuzu MU-X Prestige 1.9 4X2 AT 2023,20.79092449,32,2.312535423847214,1
4524382,Imported,SUV,White,Brown,5,7,Diesel,1.9,Automatic,RFD,10.1,Isuzu MU-X Prestige 1.9 4X2 AT 2023,20.79092449,32,2.312535423847214,1
4524396,Imported,SUV,Brown,Brown,5,7,Diesel,1.9,Automatic,4WD,10.1,Isuzu MU-X Premium 1.9 4X4 AT 2023,20.84989849,32,2.312535423847214,1
4524401,Imported,SUV,Brown,Brown,5,7,Diesel,1.9,Automatic,4WD,10.1,Isuzu MU-X Premium 1.9 4X4 AT 2023,20.84989849,32,2.312535423847214,1
4524412,Imported,SUV,White,Brown,5,7,Diesel,1.9,Automatic,RFD,10.1,Isuzu MU-X B7 Plus 1.9 4X2 AT 2023,20.66669549,32,2.312535423847214,1
4524418,Imported,SUV,Silver,Brown,5,7,Diesel,1.9,Automatic,RFD,10.1,Isuzu MU-X B7 Plus 1.9 4X2 AT 2023,20.66669549,32,2.312535423847214,1
4524419,Imported,SUV,Silver,Brown,5,7,Diesel,1.9,Automatic,RFD,10.1,Isuzu MU-X B7 Plus 1.9 4X2 AT 2023,20.66669549,32,2.312535423847214,1
4525178,Imported,Sedan,Black,Brown,4,4,Petrol,6.0,Automatic,AWD,12.4,Mercedes Benz Maybach S680 4Matic 2022,23.49585456,2,2.517696472610991,2
4525185,Domestic assembly,Van/Minivan,Black,Cream,5,7,Petrol,3.3,Automatic,FWD,12.1,Kia Sedona 3.3 GAT Premium 2019,20.73321617,16,2.4932054526026954,5
4525388,Imported,SUV,Green,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Titanium 2.0L 4x2 AT 2020,20.72226534,8,2.379546134130174,4
4525733,Domestic assembly,Sedan,Black,Black,4,5,Petrol,1.5,Automatic,RFD,9.6,Mercedes Benz C class C180 AMG 2021,20.90475371,2,2.26176309847379,3
4525913,Imported,Sedan,Black,Cream,4,5,Petrol,3.0,Automatic,RFD,13.0,BMW 7 Series 730Li 2011,20.4988715,4,2.5649493574615367,13
4525938,Imported,Pickup,Black,Black,4,5,Diesel,2.5,Automatic,4WD,11.5,Mitsubishi Triton GLS 4x4 AT 2013,19.76875389,101,2.4423470353692043,11
4526027,Imported,SUV,Red,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Titanium 2.0L 4x2 AT 2023,20.92946667,8,2.379546134130174,1
4526028,Imported,SUV,Black,Black,5,7,Petrol,2.7,Automatic,4WD,12.2,Toyota Prado VX 2.7L 2021,21.71614717,3,2.501435951739211,3
4526057,Domestic assembly,Sedan,White,Black,4,5,Petrol,2.0,Automatic,RFD,7.9,VinFast Lux A 2.0 Standard 2022 car,20.29248292,103,2.066862759472976,2
4526072,Domestic assembly,Crossover,Red,Brown,5,5,Petrol,1.6,Automatic,AWD,9.1,Hyundai Tucson 1.6 AT Turbo HTRAC Special 2023,20.74306846,9,2.2082744135228043,1
4526084,Imported,SUV,Black,Cream,5,7,Petrol,4.6,Automatic,AWD,15.0,Lexus GX 460 2014,21.70459496,13,2.708050201,10
4526104,Imported,SUV,Silver,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Ambiente 2.0L 4x2 AT 2023,20.78717916,8,2.379546134130174,1
4526115,Imported,SUV,White,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Sport 2.0L 4x2 AT 2023,20.81857602,8,2.379546134130174,1
4526132,Domestic assembly,Pickup,White,Different color,4,5,Diesel,2.2,Automatic,RFD,11.7,Ford Ranger XLS 2.0L 4x2 AT 2023,20.33318183,8,2.4595888418037104,1
4526663,Imported,Pickup,Green,Colorful,4,5,Diesel,2.2,Automatic,RFD,10.2,Ford Ranger XLS 2.2L 4x2 AT 2018,19.97882536,8,2.322387720290225,6
4526786,Imported,Hatchback,Silver,Colorful,5,5,Petrol,1.25,Manual,FWD,6.6,Hyundai i10 Grand 1.2 MT 2016,19.40649754,9,1.88706964903238,8
4526889,Imported,SUV,White,Brown,5,5,Petrol,2.0,Automatic,AWD,9.8,LandRover Range Rover Evoque Dynamic 2014,20.70306313,18,2.2823823856765264,10
4526896,Domestic assembly,SUV,Yellow,Cream,5,8,Petrol,2.4,Manual,FWD,10.0,Mitsubishi Zinger GL 2.4 MT 2009,19.24923256,101,2.302585092994046,15
4526915,Imported,Sedan,Green,Cream,4,5,Petrol,2.0,Automatic,RFD,13.0,BMW 7 Series 730Li 2018,21.58192746,4,2.5649493574615367,6
4526953,Domestic assembly,Sedan,White,Cream,4,5,Petrol,1.6,Automatic,FWD,7.1,Ford Fiesta 1.6 AT 2013,19.51260404,8,1.9600947840472696,11
4527235,Imported,Pickup,Red,Black,4,5,Diesel,2.4,Automatic,RFD,11.6,Toyota Hilux 2.4L 4x2 AT 2020,20.44882899,3,2.451005098112319,4
4527322,Domestic assembly,Sedan,White,Grey,4,5,Petrol,1.4,Automatic,FWD,8.8,Hyundai Accent 1.4 AT 2022,19.95754796,9,2.174751721484161,2
4527703,Domestic assembly,Sedan,Green,Black,4,5,Petrol,2.0,Automatic,RFD,7.8,Mercedes Benz C class C250 Exclusive 2017,20.81766651,2,2.0541237336955462,7
4527768,Imported,Crossover,Red,Black,5,5,Petrol,1.5,Automatic,FWD,8.5,Honda HRV L 2023 car,20.37228891,7,2.1400661634962708,1
4527781,Imported,Crossover,Red,Black,5,5,Petrol,1.5,Automatic,FWD,8.5,Honda HRV L 2023 car,20.53814035,7,2.1400661634962708,1
4527798,Imported,SUV,Red,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Ambiente 2.0L 4x2 AT 2023,20.81766651,8,2.379546134130174,1
4527802,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.5,Automatic,FWD,7.1,Honda City RS 1.5 AT 2023 car,20.17853866,7,1.9600947840472696,1
4527831,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.5,Automatic,FWD,7.1,Honda City G 1.5 AT 2023 car,19.97671788,7,1.9600947840472696,1
4527841,Imported,SUV,White,Black,5,5,Petrol,1.0,Automatic,FWD,7.6,Toyota Raize G 1.0 CVT 2023,20.13447867,3,2.028148247292285,1
4527956,Domestic assembly,Sedan,Red,Black,4,5,Petrol,2.0,Automatic,FWD,8.5,Mazda 6 Premium 2.0 AT 2022,20.51869867,42,2.1400661634962708,2
4528471,Imported,Sedan,White,Brown,4,5,Petrol,2.5,Automatic,FWD,7.2,Lexus ES 250 2019,21.41140048,13,1.9740810260220096,5
4528477,Domestic assembly,Sedan,Red,Cream,4,5,Petrol,2.0,Automatic,FWD,9.0,Kia Cerato 2.0 AT 2016,19.96397885,16,2.19722457733622,8
4528672,Domestic assembly,SUV,White,Cream,5,5,Petrol,2.0,Automatic,AWD,9.4,Mercedes Benz GLC 200 4Matic 2022,21.39621031,2,2.2407096892759584,2
4528700,Domestic assembly,Sedan,Green,Brown,4,5,Petrol,1.5,Automatic,RFD,4.4,Mercedes Benz C class C200 Avantgarde 2022,21.25917424,2,1.4816045409242156,2
4528723,Imported,Pickup,White,Black,4,5,Diesel,1.9,Automatic,RFD,10.9,Isuzu Dmax LS 1.9L 4x2 AT 2022,20.30775039,32,2.388762789235098,2
4528853,Imported,Pickup,Cream,Black,4,5,Diesel,1.9,Automatic,RFD,10.9,Isuzu Dmax LS 1.9L 4x2 AT 2023,20.40168221,32,2.388762789235098,1
4528914,Imported,SUV,White,Brown,5,7,Diesel,1.9,Automatic,RFD,10.1,Isuzu MU-X Prestige 1.9 4X2 AT 2023,20.79092449,32,2.312535423847214,1
4528919,Imported,SUV,White,Brown,5,7,Diesel,1.9,Automatic,RFD,10.1,Isuzu MU-X B7 Plus 1.9 4X2 AT 2023,20.59543247,32,2.312535423847214,1
4528923,Imported,SUV,White,Brown,5,7,Diesel,1.9,Automatic,RFD,10.1,Isuzu MU-X B7 Plus 1.9 4X2 AT 2023,20.66032604,32,2.312535423847214,1
4528926,Imported,SUV,Silver,Brown,5,7,Diesel,1.9,Automatic,RFD,10.1,Isuzu MU-X B7 Plus 1.9 4X2 AT 2023,20.59543247,32,2.312535423847214,1
