,ad_id,brand,grade,car_name
7844,4809035,Chevrolet,Cruze,Chevrolet Cruze LTZ 1.8L 2018
7845,4809042,Honda,CR-V,Honda CRV 2.4 AT - TG 2016
7846,4809046,Toyota,Corolla_altis,Toyota Corolla altis 1.8V 2023
7847,4809052,Toyota,Yaris,Toyota Yaris 1.5G 2019
7848,4809065,Toyota,Fortuner,Toyota Fortuner 2.7V 4x4 AT 2010
7849,4809070,Mercedes-Benz,E200,Mercedes Benz E class E200 2019
7850,4809071,Toyota,Innova,Toyota Innova G 2007 car
7851,4809074,Ford,Everest,Ford Everest Titanium 2.0L 4x4 AT 2020
7852,4809077,Hyundai,Genesis,Hyundai Genesis 2.0 AT 2010 car
7853,4809084,Toyota,Innova,Toyota Innova G 2006 car
7854,4809096,LandRover,Range_Rover_Evoque,LandRover Range Rover Evoque Prestige 2012
7855,4809108,Chevrolet,Spark,Chevrolet Spark LT 0.8 AT 2009
7856,4809128,Rolls-Royce,Phantom,Rolls Royce Phantom EWB 2012
7857,4809136,Mercedes-Benz,S400,Mercedes Benz Maybach S400 2016
7858,4809162,Toyota,Prado,Toyota Prado VX 2.7L 2022
7859,4809186,Ford,Everest,Ford Everest Titanium 2.0L 4x2 AT 2021
7860,4809208,Toyota,Corolla_altis,Toyota Corolla altis 2.0V AT 2017
7861,4809216,Ford,Ranger,Ford Ranger Wildtrak 3.2L 4x4 AT 2016
7862,4809218,Toyota,Corolla_altis,Toyota Corolla altis 1.8G AT 2018
7863,4809223,Honda,Brio,Honda Brio RS 2021
7864,4809251,Ford,Ranger,Ford Ranger Raptor 2.0L 4x4 AT 2021
7865,4809270,Mercedes-Benz,E240,Mercedes Benz E class E240 AT 2001
7866,4809278,Mercedes-Benz,GLC200,Mercedes Benz GLC 200 2020
7867,4809291,Ford,Everest,Ford Everest 2.5L 4x2 MT 2008
7868,4809314,Kia,K5,Kia K5 GT-Line 2.5 AT 2021
7869,4809352,Mazda,BT50,Mazda BT50 Premium 3.2L 4x4 AT 2019
7870,4809367,Ford,Ranger,Ford Ranger XLS 2.0L 4x2 AT 2023
7871,4809397,Ford,Ranger,Ford Ranger Raptor 2.0L 4x4 AT 2023
7872,4809429,Ford,Ranger,Ford Ranger Raptor 2.0L 4x4 AT 2023
7873,4809492,Peugeot,3008,Peugeot 3008 GT 2022
7874,4809496,Mazda,2,Mazda 2 1.5 AT 2016
7875,4809535,Porsche,Panamera,Porsche Panamera 3.6 V6 2010
7876,4809542,Nissan,Terra,Nissan Terra S 2.5 MT 2WD 2019
7877,4809546,LandRover,Range_Rover_Evoque,LandRover Range Rover Evoque Dynamic 2011
7878,4809547,Lamborghini,Aventador,Lamborghini Aventador LP 770-4 SVJ Roadster 2020
7879,4809550,Ford,Ranger,Ford Ranger Raptor 2.0L 4x4 AT 2023
7880,4809551,Ford,Ranger,Ford Ranger Raptor 2.0L 4x4 AT 2023
7881,4809552,Mazda,3,Mazda 3 1.5L Luxury 2019
7882,4809577,Mercedes-Benz,GLS450,Mercedes Benz GLS 450 4Matic 2020
7883,4809585,Toyota,Land_Cruiser,Toyota Land Cruiser 4.6 V8 2020
7884,4809618,Nissan,Navara,Nissan Navara LE 2.5MT 4WD 2013
7885,4809641,Hyundai,i10,Hyundai i10 Grand 1.2 AT 2019 car
7886,4809644,VinFast,Lux_SA_2.0,VinFast Lux SA 2.0 Plus 2.0 AT 2021 car
7887,4809648,Kia,Morning,Kia Morning Van 1.0 AT 2012
7888,4809662,Mazda,323,Mazda 323 Standard 2002
7889,4809669,Ford,Everest,Ford Everest Titanium 2.0L 4x2 AT 2018
7890,4809688,BMW,X1,BMW X1 xDrive28i 2010
7891,4809696,Mercedes-Benz,E400,Mercedes Benz E class E400 AMG 2013
7892,4809699,Toyota,Fortuner,Toyota Fortuner 2.7V 4x4 AT 2010
7893,4809719,Mazda,CX-8,Mazda CX8 Luxury 2022 car
7894,4809722,Ford,Everest,Ford Everest Titanium 2.0L 4x2 AT 2019
7895,4809723,Lexus,RX350,Lexus RX 350 AWD 2012
7896,4809731,Kia,Frontier,Kia Frontier 2020
7897,4809741,VinFast,VF8,VinFast VF8 Eco 2023 car
7898,4809743,VinFast,VF8,VinFast VF8 Eco 2023 car
7899,4809745,VinFast,VF8,VinFast VF8 Eco 2023 car
7900,4809755,Toyota,Vios,Toyota Vios 1.5G 2006
7901,4809758,Ford,Focus,Ford Focus Trend 1.5L 2018
7902,4809761,Kia,Morning,Kia Morning EX 2016 car
7903,4809766,Toyota,Fortuner,Toyota Fortuner 2.5G 2010
7904,4809775,Toyota,Innova,Toyota Innova G 2009 car
7905,4809781,Hyundai,Santa_Fe,Hyundai SantaFe 2.2L 4WD 2015
7906,4809782,Kia,Cerato,Kia Cerato 2.0 AT Premium 2020 car
7907,4809789,Ford,Territory,Ford Territory Titanium 1.5 AT 2023 car
7908,4809797,Toyota,Avanza,Toyota Avanza Premio 1.5 AT 2023
7909,4809799,Toyota,Fortuner,Toyota Fortuner 2.7L 4x2 AT 2023
7910,4809800,Toyota,Corolla_Cross,Toyota Corolla Cross 1.8V 2023
7911,4809802,Toyota,Corolla_Cross,Toyota Corolla Cross 1.8G 2023
7912,4809803,Hyundai,i10,Hyundai i10 1.2 AT 2021 car
7913,4809805,Toyota,Fortuner,Toyota Fortuner Legender 2.4L 4x2 AT 2023
7914,4809807,Toyota,Vios,Toyota Vios E CVT 2023
7915,4809808,Toyota,Vios,Toyota Vios E 1.5 MT 2023
7916,4809813,Toyota,Raize,Toyota Raize G 1.0 CVT 2023
7917,4809816,Toyota,Veloz,Toyota Veloz Cross Top 1.5 CVT 2023
7918,4809817,Toyota,Camry,Toyota Camry 2.0Q 2023
7919,4809821,Toyota,Avanza,Toyota Avanza Premio 1.5 MT 2023
7920,4809822,Kia,Rio,Kia Rio 1.4 AT 2012
7921,4809823,Toyota,Corolla_altis,Toyota Corolla altis 1.8HEV 2023 car
7922,4809824,Toyota,Corolla_altis,Toyota Corolla altis 1.8V 2023
7923,4809825,Toyota,Corolla_Cross,Toyota Corolla Cross 1.8HV 2023
7924,4809826,Toyota,Innova,Toyota Innova G 2.0 AT 2023 car
7925,4809833,Peugeot,5008,Peugeot 5008 Allure 1.6 AT 2020
7926,4809835,Toyota,Camry,Toyota Camry 2.5Q 2015
7927,4809840,Mercedes-Benz,GLS450,Mercedes Benz GLS 450 4Matic 2022
7928,4809842,Mercedes-Benz,CLA200,Mercedes Benz CLA class CLA 200 2017
7929,4809850,Toyota,Innova,Toyota Innova J 2006 car
7930,4809855,Chevrolet,Spark,Chevrolet Spark LT 1.2 MT 2013
7931,4809869,Mercedes-Benz,S450L,Mercedes Benz S class S450L Luxury 2017
7932,4809875,Lexus,NX300,Lexus NX 300 2019
7933,4809882,Mercedes-Benz,S500L,Mercedes Benz S class S500L 2016
7934,4809885,Toyota,Innova,Toyota Innova 2.0E 2012 car
7935,4809890,Ford,Everest,Ford Everest Sport 2.0L 4x2 AT 2021
7936,4809894,Toyota,4_Runner,Toyota 4 Runner 3.0 1993
7937,4809895,Mazda,BT50,Mazda BT50 2.2L 4x4 MT 2016
7938,4809913,Mercedes-Benz,GLC300,Mercedes Benz GLC 300 4Matic 2021
7939,4809925,Chevrolet,Spark,Chevrolet Spark LT 0.8 AT 2008
7940,4809926,Toyota,Zace,Toyota Zace GL 2005
7941,4809940,Kia,K3000S,Kia K3000S 2012
7942,4809948,Toyota,Land_Cruiser,Toyota Land Cruiser VX.R 5.7 V8 2016
7943,4809949,Toyota,Corolla_altis,Toyota Corolla altis 1.8G AT 2019
7944,4809953,Toyota,Hilux,Toyota Hilux 3.0G 4x4 MT 2014
7945,4809960,Toyota,Vios,Toyota Vios 1.5E 2014
7946,4809962,Honda,Civic,Honda Civic RS 1.5 AT 2021
7947,4809978,Kia,Morning,Kia Morning LX 2015 car
7948,4809982,Toyota,Camry,Toyota Camry 2.0G 2020
7949,4809998,Toyota,Zace,Toyota Zace GL 2000 car
7950,4810007,Hyundai,Tucson,Hyundai Tucson 1.6 AT Turbo HTRAC Special 2022
7951,4810011,Ford,EcoSport Titanium,Ford EcoSport Titanium 1.5L AT 2016
7952,4810012,Mercedes-Benz,E250,Mercedes Benz E class E250 2017
7953,4810020,Mercedes-Benz,C180,Mercedes Benz C class C180 AMG 2021
7954,4810024,Chevrolet,Vivant,Chevrolet Vivant CDX AT 2011 car
7955,4810026,Honda,City,Honda City RS 1.5 AT 2021 car
7956,4810032,Toyota,Avanza,Toyota Avanza Premio 1.5 AT 2022
7957,4810058,Audi,Q7,Audi Q7 55 TFSI Quattro 2020
7958,4810067,Ford,Ranger,Ford Ranger Wildtrak 3.2L 4x4 AT 2015
7959,4810070,Mercedes-Benz,GLC300,Mercedes Benz GLC 300 4Matic 2019
7960,4810071,Lexus,RX350,Lexus RX 350 2019
7961,4810077,Toyota,Corolla_Cross,Toyota Corolla Cross 1.8G 2020
7962,4810088,Mercedes-Benz,GLC200,Mercedes Benz GLC 200 4Matic 2022
7963,4810095,Mercedes-Benz,GLC200,Mercedes Benz GLC 200 4Matic 2022
7964,4810105,Honda,Accord,Honda Accord 2.0 AT 2010
7965,4810108,Toyota,Land_Cruiser,Toyota Land Cruiser 3.5 V6 2023
7966,4810114,Mercedes-Benz,GLC200,Mercedes Benz GLC 200 4Matic 2022
7967,4810125,Mazda,3,Mazda 3 1.5 AT 2016
7968,4810137,Ford,Ranger,Ford Ranger XLS 2.2L 4x2 AT 2019
7969,4810138,Toyota,Corolla_altis,Toyota Corolla altis 2.0V 2009
7970,4810145,Honda,City,Honda City 1.5TOP 2020 car
7971,4810148,Mazda,CX-5,Mazda CX5 2.0 Luxury 2020 car
7972,4810149,GMC,Yukon,2022 GMC Yukon Denali
7973,4810163,Kia,Cerato,Kia Cerato 1.6 AT Luxury 2020
7974,4810165,Chevrolet,Captiva,Chevrolet Captiva LTZ 2.4 AT 2008
7975,4810197,Toyota,Corolla_altis,Toyota Corolla altis 1.8G AT 2010
7976,4810200,VinFast,VF_e34,VinFast VF e34 AT 2022 car
7977,4810202,Mercedes-Benz,S450,Mercedes Benz Maybach S450 4Matic 2020
7978,4810205,Hyundai,i10,Hyundai i10 Grand 1.2 AT 2014 car
7979,4810250,Porsche,Cayenne,Porsche Cayenne S 2021
7980,4810264,Toyota,Rush,Toyota Rush 1.5S AT 2020
7981,4810278,Toyota,Vios,Toyota Vios 1.5G 2011
7982,4810282,Hyundai,Santa_Fe,Hyundai SantaFe Premium 2.2L HTRAC 2022
7983,4810285,Hyundai,Accent,Hyundai Accent 1.4 AT Special 2022
7984,4810287,Toyota,Vios,Toyota Vios 1.5E CVT 2018
7985,4810289,Mercedes-Benz,G63,Mercedes Benz G class G63 AMG 2021
7986,4810296,Toyota,Corolla_Cross,Toyota Corolla Cross 1.8V 2022
7987,4810300,Mazda,6,Mazda 6 2.5 AT 2014
7988,4810303,Toyota,Corolla_altis,Toyota Corolla altis 1.8G AT 2015
7989,4810313,LandRover,Range_Rover_Evoque,LandRover Range Rover Evoque Prestige 2012
7990,4810318,Toyota,Camry,Toyota Camry LE 2.5 2010
7991,4810325,Toyota,Corolla_Cross,Toyota Corolla Cross 1.8V 2021
7992,4810336,Toyota,Fortuner,Toyota Fortuner 2.4G 4x2 AT 2018
7993,4810341,Toyota,Innova,Toyota Innova 2.0G 2018
7994,4810351,Chevrolet,Spark Lite Van,Chevrolet Spark Lite Van 0.8 MT 2013
7995,4810358,Mercedes-Benz,S680,Mercedes Benz Maybach S680 4Matic 2022
7996,4810369,Hyundai,Tucson,Hyundai Tucson 2.0 AT Special 2023
7997,4810379,Mercedes-Benz,G63,Mercedes Benz G class G63 AMG 2023
7998,4810383,Hyundai,Accent,Hyundai Accent 1.4 MT Standard 2021
7999,4810387,Mercedes-Benz,GLS2023,Mercedes Benz GLS 2023
8000,4810388,Hyundai,Santa_Fe,Hyundai SantaFe Premium 2.5L HTRAC 2021
8001,4810391,Mercedes-Benz,GLS2023,Mercedes Benz GLS 2023
8002,4810400,Ford,Focus,Ford Focus 1.8 AT 2010
8003,4810404,Honda,City,Honda City 1.5 MT 2017
8004,4810425,Hyundai,i10,Hyundai i10 Grand 1.0 AT 2016 car
8005,4810428,Proton,Wira,Proton Wira 1996 car
8006,4810431,Kia,Frontier,Kia Frontier 2016
8007,4810435,Ford,Escape,Ford Escape XLS 2.3L 4x2 AT 2009
8008,4810436,VinFast,Lux_A_2.0,VinFast Lux A 2.0 Advanced 2022 car
8009,4810440,Kia,Sorento,Kia Sorento DATH 2016 car
8010,4810444,Toyota,Prado,Toyota Prado VX 2.7L 2019
8011,4810456,Peugeot,3008,Peugeot 3008 AT 2022
8012,4810464,Mitsubishi,Outlander,Mitsubishi Outlander 2.0 CVT 2018
8013,4810470,Ford,Focus,Ford Focus 1.8 AT 2010
8014,4810485,Honda,HR-V,Honda HRV G 2019 car
8015,4810500,Chevrolet,Captiva,Chevrolet Captiva LTZ 2.4 AT 2016
8016,4810509,MG,ZS,MG ZS Luxury 1.5 AT 2WD 2022
8017,4810516,Toyota,Innova,Toyota Innova 2.0E 2013 car
8018,4810520,Jaguar,XJ,Jaguar XJ series XJL 3.0 Portfolio 2016 car
8019,4810526,MG,5,MG 5 Luxury 1.5 AT 2022 car
8020,4810531,Mercedes-Benz,S450L,Mercedes Benz S class S450L 2019
8021,4810541,Hyundai,Kona,Hyundai Kona 2.0 ATH 2020
8022,4810550,Kia,Frontier,Kia Frontier 2015
8023,4810555,Bentley,,Bentley Flying Spur 6.0 V8 2006
8024,4810558,Ford,Ranger,Ford Ranger Wildtrak 2.0L 4x4 AT 2019
8025,4810561,Kia,K3,Kia K3 1.6 AT 2014
8026,4810575,Toyota,Vios,Toyota Vios 1.5E 2010 car
8027,4810581,Kia,Sorento,Kia Sorento GAT 2.4L 4WD 2012
8028,4810594,Hyundai,i10,Hyundai i10 Grand 1.0 MT 2015
8029,4810595,Mercedes-Benz,C300,Mercedes Benz C class C300 AMG 2022
8030,4810598,VinFast,Fadil,VinFast Fadil 1.4 AT Plus 2020 car
8031,4810601,Mercedes-Benz,S450,Mercedes Benz Maybach S450 4Matic 2017
8032,4810603,Toyota,Vios,Toyota Vios 1.5G 2019
8033,4810616,BMW,3_Series,BMW 3 Series 320i M Sport 2022
8034,4810626,Toyota,Vios,Toyota Vios 1.5E MT 2018
8035,4810642,Mercedes-Benz,GLC300,Mercedes Benz GLC 300 4Matic 2022
8036,4810645,Kia,Morning,Kia Morning LX 1.0 MT 2007
8037,4810648,Mazda,3,Mazda 3 1.5L Luxury 2022
8038,4810649,Kia,Sonet,Kia Sonet Deluxe 1.5 AT 2023
8039,4810656,Mazda,3,Mazda 3 1.5L Luxury 2019
8040,4810660,BMW,X3,BMW X3 sDrive20i 2022
8041,4810661,Porsche,Macan,Porsche Macan GTS 2022
8042,4810664,Toyota,Camry,Toyota Camry 2.0E 2017
8043,4810671,LandRover,Range_Rover,LandRover Range Rover SVAutobiography LWB 3.0 I6 2020
8044,4810672,Mitsubishi,Jolie,Mitsubishi Jolie SS 2004
8045,4810675,Hyundai,Santa_Fe,Hyundai SantaFe 2.4L 2018
8046,4810678,Hyundai,Accent,Hyundai Accent 1.4 AT 2011
8047,4810679,Honda,CR-V,Honda CRV 2.4 AT - TG 2016
8048,4810689,Toyota,Vios,Toyota Vios 1.5G 2019
8049,4810696,Toyota,Corolla_altis,Toyota Corolla altis 1.8G AT 2013
8050,4810700,Peugeot,5008,Peugeot 5008 GT 1.6 AT 2022
8051,4810704,Mercedes-Benz,GLC300,Mercedes Benz GLC 300 4Matic 2022
8052,4810705,Mitsubishi,Grandis,Mitsubishi Grandis 2.4 AT 2009
8053,4810708,BMW,5_Series,BMW 5 Series 520i M Sport 2022
8054,4810714,BMW,7_Series,BMW 7 Series 740Li 2018
8055,4810718,Hyundai,Kona,Hyundai Kona 2.0 AT 2018
8056,4810720,Toyota,Fortuner,Toyota Fortuner 2.7V 4x2 AT 2017
8057,4810724,Toyota,Fortuner,Toyota Fortuner 2.5G 2016
8058,4810727,Toyota,Innova,Toyota Innova 2.0E 2019 car
8059,4810729,Toyota,Corolla_altis,Toyota Corolla altis 1.8G MT 2009
8060,4810765,VinFast,Lux_A_2.0,VinFast Lux A 2.0 Standard 2022 car
8061,4810769,Chevrolet,Captiva,Chevrolet Captiva LTZ 2.4 AT 2008
8062,4810778,Toyota,Yaris,Toyota Yaris 1.5G 2015
8063,4810788,Toyota,Fortuner,Toyota Fortuner 2.7V 4x2 AT 2013
8064,4810792,Mazda,6,Mazda 6 2.0L Premium 2018
8065,4810815,Toyota,Zace,Toyota Zace GL 1999
8066,4810840,Mercedes-Benz,GLC200,Mercedes Benz GLC 200 2022
8067,4810853,VinFast,Fadil,VinFast Fadil 1.4 AT 2019 car
8068,4810854,Kia,Cerato,Kia Cerato 2.0 AT Premium 2020 car
8069,4810908,Mazda,CX-5,Mazda CX5 2.0 AT AWD 2015
8070,4810929,Dongben,SRM_X30,Dongben SRM X30 2020 car
8071,4810930,Toyota,Vios,Toyota Vios G 1.5 CVT 2021
8072,4810945,Infiniti,QX60,Infiniti QX 60 3.5 AWD 2016
8073,4810953,Hyundai,Santa_Fe,Hyundai SantaFe 2.4L 2020
8074,4810963,Ford,Everest,Ford Everest Titanium 2.2L 4x2 AT 2016
8075,4810969,Honda,Brio,Honda Brio RS 2020
8076,4810975,Mitsubishi,Attrage,Mitsubishi Attrage 1.2 CVT 2021
8077,4810997,Hyundai,Tucson,Hyundai Tucson 2.0 ATH 2020
8078,4811004,Ford,Territory,Ford Territory Titanium 1.5 AT 2023 car
8079,4811013,Mercedes-Benz,G63,Mercedes Benz G class G63 AMG 2022
8080,4811030,Ford,Everest,Ford Everest Titanium 2.0L 4x2 AT 2023
8081,4811034,Ford,Everest,Ford Everest Titanium 2.0L 4x2 AT 2023
8082,4811038,Ford,Everest,Ford Everest Titanium 2.0L 4x2 AT 2023
8083,4811042,Ford,Everest,Ford Everest Titanium Plus 2.0L 4x4 AT 2023
8084,4811066,Toyota,Hilux,Toyota Hilux 2.4L 4x2 AT 2021
8085,4811103,Daihatsu,Terios,Daihatsu Terios 1.3 4x4 MT 2004
8086,4811112,Toyota,Corolla_altis,Toyota Corolla altis 1.8G MT 2012
8087,4811132,Mazda,3,Mazda 3 1.5 AT 2016
8088,4811245,Mercedes-Benz,S300L,Mercedes Benz S class S300L 2010
8089,4811256,Mazda,2,Mazda 2 1.5 AT 2023
8090,4811257,Audi,A6,Audi A6 1.8 TFSI 2017
8091,4811259,Mazda,CX-8,Mazda CX8 Luxury 2022 car
8092,4811263,Mercedes-Benz,GLC300,Mercedes Benz GLC 300 4Matic 2021
8093,4811268,Toyota,Prado,Toyota Prado VX 2.7L 2023
8094,4811296,Mazda,BT50,Mazda BT50 2.2L 4x4 MT 2014
8095,4811310,Mazda,BT50,Mazda BT50 3.2L 4x4 AT 2015
8096,4811311,Toyota,Vios,Toyota Vios G 1.5 CVT 2022
8097,4811316,Toyota,Fortuner,Toyota Fortuner 2.5G 2016
8098,4811328,Toyota,Fortuner,Toyota Fortuner 2.5G 2016
8099,4811342,Chevrolet,Trailblazer,Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT 2018
8100,4811363,Toyota,Innova,Toyota Innova 2.0E 2015 car
8101,4811379,Mazda,CX-5,Mazda CX5 2.0 AT 2015
8102,4811380,Toyota,Hilux,Toyota Hilux 2.4L 4x2 AT 2021
8103,4811395,Kia,K3,Kia K3 Luxury 1.6 AT 2022 car
8104,4811404,Toyota,Sienna,Toyota Sienna LE 3.5 2011
8105,4811410,Toyota,Corolla_altis,Toyota Corolla altis 1.8G AT 2014
8106,4811413,Mitsubishi,Pajero_Sport,Mitsubishi Pajero Sport 2.4D 4x2 AT 2022
8107,4811419,Chevrolet,Spark Van,Chevrolet Spark Van 0.8 MT 2011
8108,4811420,VinFast,Fadil,VinFast Fadil 1.4 AT Plus 2021 car
8109,4811447,Kia,Forte,Kia Forte 1.6 MT 2011
8110,4811454,Kia,Morning,Kia Morning EX 2015 car
8111,4811476,Daewoo,Lacetti,Daewoo Lacetti EX 1.6 MT 2007
8112,4811483,Kia,Forte,Kia Forte SX 1.6 MT 2013
8113,4811487,VinFast,Lux_A_2.0,VinFast Lux A 2.0 Advanced 2022 car
8114,4811496,Toyota,Wigo,Toyota Wigo 1.2G MT 2019
8115,4811509,VinFast,Fadil,VinFast Fadil Advanced 1.4 AT 2022
8116,4811519,Hyundai,Tucson,Hyundai Tucson 2.0 AT 4WD 2010
8117,4811528,Toyota,Innova,Toyota Innova G 2008 car
8118,4811532,BMW,X6,BMW X6 xDrive50i 2011
8119,4811536,Kia,Rio,Kia Rio 1.4 AT 2015
8120,4811538,Ford,Ranger,Ford Ranger Raptor 2.0L 4x4 AT 2021
8121,4811545,Toyota,Corolla_Cross,Toyota Corolla Cross 1.8V 2021
8122,4811551,Hyundai,Santa_Fe,Hyundai SantaFe Premium 2.2L HTRAC 2021
8123,4811564,Kia,Carens,Kia Carens EX 2.0 MT 2009
8124,4811567,Mazda,3,Mazda 3 1.5 AT 2018
8125,4811575,Ford,EcoSport Titanium,Ford EcoSport Titanium 1.5L AT 2016
8126,4811580,Mazda,3,Mazda 3 1.5 AT 2018
8127,4811584,Mazda,CX-5,Mazda CX5 2.0 AT 2017
8128,4811586,Volvo,XC90,Volvo XC90 T6 Inscription 2016
8129,4811597,Porsche,Cayenne,Porsche Cayenne 3.6 V6 2012
8130,4811599,Honda,Civic,Honda Civic 1.8 E 2018
8131,4811602,Mitsubishi,Pajero,Mitsubishi Pajero 3.0 2004
8132,4811603,Mitsubishi,Jolie,Mitsubishi Jolie SS 2004
8133,4811617,Hyundai,Santa_Fe,Hyundai SantaFe Gold 2.0 AT 2005
8134,4811623,Toyota,Camry,Toyota Camry 2.0E 2018
8135,4811635,Hyundai,Santa_Fe,Hyundai SantaFe Premium 2.2L HTRAC 2019
8136,4811637,Mazda,2,Mazda 2 1.5 AT 2016
8137,4811642,Porsche,Macan,Porsche Macan 2.0 2016
8138,4811643,Mercedes-Benz,C200,Mercedes Benz C class C200 Avantgarde 2022
8139,4811652,Mitsubishi,Xpander,Mitsubishi Xpander Premium 1.5 AT 2022
8140,4811653,Ford,Ranger,Ford Ranger XLT 2.2L 4x4 AT 2019
8141,4811666,Mercedes-Benz,C200,Mercedes Benz C class C200 2016
8142,4811687,Ford,Ranger,Ford Ranger Wildtrak 2.0L 4x4 AT 2023
8143,4811688,Ford,Ranger,Ford Ranger XL 4x4 MT 2003
8144,4811691,Ford,Ranger,Ford Ranger Wildtrak 2.0L 4x4 AT 2023
8145,4811698,Ford,Ranger,Ford Ranger Wildtrak 2.0L 4x4 AT 2023
8146,4811702,Ford,Ranger,Ford Ranger Wildtrak 2.0L 4x4 AT 2023
8147,4811721,Kia,Morning,Kia Morning GT-Line 2022
8148,4811730,Ford,Ranger,Ford Ranger XLS 2.0L 4x4 AT 2023
8149,4811734,Ford,Ranger,Ford Ranger XLS 2.0L 4x4 AT 2023
8150,4811735,Ford,Escape,Ford Escape XLT 3.0 AT 2004
8151,4811740,Ford,Ranger,Ford Ranger XLS 2.0L 4x4 AT 2023
8152,4811741,Mazda,6,Mazda 6 Luxury 2.0 AT 2019
8153,4811742,Chevrolet,Aveo,Chevrolet Aveo LTZ 1.5 AT 2016
8154,4811744,Ford,Ranger,Ford Ranger XLS 2.0L 4x2 AT 2023
8155,4811753,Ford,Ranger,Ford Ranger XLS 2.0L 4x2 AT 2023
8156,4811755,Ford,Focus,Ford Focus S 2.0 AT 2008
8157,4811774,Kia,Sportage,Kia Sportage Signature 1.6T AWD 2022
8158,4811788,Ford,Transit,Ford Transit Standard 2023
8159,4811792,Ford,Transit,Ford Transit Standard 2023
8160,4811793,Ford,Transit,Ford Transit Standard 2023
8161,4811807,Suzuki,APV,Suzuki APV GLX 1.6 AT 2006
8162,4811811,Toyota,Vios,Toyota Vios 1.5E 2015
8163,4811820,Toyota,Camry,Toyota Camry 2.4G 2004
8164,4811825,Kia,Morning,Kia Morning X-Line 2022 car
8165,4811830,Toyota,Prado,Toyota Prado TXL 2.7L 2014
8166,4811848,Toyota,Fortuner,Toyota Fortuner 2.7V 4x2 AT 2013
8167,4811857,Mazda,3,Mazda 3S 1.6 AT 2014
8168,4811869,Toyota,Land_Cruiser,Toyota Land Cruiser 3.5 V6 2023
8169,4811878,Toyota,Camry,Toyota Camry 2.5Q 2019
8170,4811879,Toyota,Fortuner,Toyota Fortuner 2.4G 4x2 AT 2019
8171,4811924,Mazda,3,Mazda 3 2.0 AT 2015
8172,4811941,Toyota,Fortuner,Toyota Fortuner 2.4G 4x2 AT 2020
8173,4811953,Ford,EcoSport Titanium,Ford EcoSport Titanium 1.5L AT 2017
8174,4811983,Hyundai,Tucson,Hyundai Tucson 2.0 ATH 2016
8175,4811991,Hyundai,i20,Hyundai i20 Active 1.4 AT 2016
8176,4811996,Mazda,2,Mazda 2 1.5 AT 2015
8177,4812012,Peugeot,3008,Peugeot 3008 AL 2022
8178,4812021,Toyota,RAV4,Toyota RAV4 2.4 AT 2007
8179,4812030,Toyota,Fortuner,Toyota Fortuner 2.7V 4x2 AT 2017
8180,4812041,Daewoo,Matiz,Daewoo Matiz SE 0.8 MT 2005
8181,4812050,Porsche,Macan,Porsche Macan 2.0 2022
8182,4812060,Hyundai,Galloper,Hyundai Galloper 2.5 MT 2000
8183,4812076,Honda,Civic,Honda Civic RS 1.5 AT 2023
8184,4812078,Honda,City,Honda City RS 1.5 AT 2021 car
8185,4812086,Ford,Ranger,Ford Ranger XLT 2.2L 4x4 AT 2019
8186,4812089,Daewoo,Lanos,Daewoo Lanos SX 2005
8187,4812095,Mazda,cx3,Mazda cx3 Deluxe 1.5 AT 2023 car
8188,4812096,Kia,Cerato,Kia Cerato 1.6 AT 2018
8189,4812108,Hyundai,Elantra,Hyundai Elantra 2.0 AT 2018
8190,4812117,Mitsubishi,Xpander,Mitsubishi Xpander Premium 1.5 AT 2022
8191,4812125,Hyundai,Santa_Fe,Hyundai SantaFe 2.2L 2015
8192,4812154,Mitsubishi,Triton,Mitsubishi Triton 4x2 AT 2022
8193,4812170,Toyota,Hiace,Toyota Hiace Van 2.0 2001
8194,4812186,Mercedes-Benz,GLC200,Mercedes Benz GLC 200 4Matic 2021
8195,4812191,Kia,Morning,Kia Morning Van 1.0 AT 2016
8196,4812197,Kia,Morning,Kia Morning Luxury 2019 car
8197,4812207,Chevrolet,Colorado,Chevrolet Colorado LT 2.5L 4x4 MT 2018
8198,4812211,Honda,CR-V,Honda CRV 2.4 AT 2010
8199,4812217,Suzuki,Carry,Suzuki Carry Pro 2021
8200,4812219,Toyota,Yaris,Toyota Yaris 1.3 AT 2008
8201,4812224,Nissan,Sunny,Nissan Sunny XL 2014 car
8202,4812242,Mitsubishi,Xpander,Mitsubishi Xpander 1.5 AT 2022
8203,4812243,Toyota,Camry,Toyota Camry 3.0V 2003
8204,4812244,Chevrolet,Cruze,Chevrolet Cruze LTZ 1.8L 2017
8205,4812277,Toyota,Wigo,Toyota Wigo 1.2G AT 2019
8206,4812293,Kia,Morning,Kia Morning Si MT 2016 car
8207,4812299,Chevrolet,Colorado High Country,Chevrolet Colorado High Country 2.8L 4x4 AT 2017
8208,4812323,Honda,Civic,Honda Civic 2.0 AT 2008
8209,4812326,Kia,Cerato,Kia Cerato 2.0 AT Premium 2020 car
8210,4812327,Hyundai,Starex,Hyundai Starex Van 2.5 MT 2005
8211,4812328,Hyundai,Accent,Hyundai Accent 1.4 MT Base 2020
8212,4812386,Chevrolet,Cruze,Chevrolet Cruze LT 1.6L 2017
8213,4812394,Toyota,Fortuner,Toyota Fortuner 2.5G 2013
